facility_name,odhf_facility_type,latitude,longitude
Rvilla Retirement Living,Nursing and residential care facilities,44.06873465,-81.58265262
R-sidence Saint-louis,Ambulatory health care services,45.48316947,-75.54547069
R-sidence St-mathieu,Nursing and residential care facilities,45.440251,-75.239955
S.e.n.a.c.a. Seniors Day Program - Halton Incorporated,Ambulatory health care services,43.44271483,-79.67788876
Saint Elizabeth Foundation,Ambulatory health care services,43.85374742,-79.3693504
Saint Elizabeth Health Care,Ambulatory health care services,48.41069176,-89.25458627
Saint Luke's Place,Nursing and residential care facilities,43.4253246,-80.31029116
Saint Luke's Place - Css,Ambulatory health care services,43.4253246,-80.31029116
Salvation Army Toronto Grace Health Centre,Hospitals,43.670323,-79.383211
Sandfield Place,Nursing and residential care facilities,45.03749423,-74.75148549
Sandy Hill Community Health Centre,Ambulatory health care services,45.42931296,-75.68351753
"Sandy Hill Community Health Centre, Inc.",Nursing and residential care facilities,45.42931296,-75.68351753
Sante Manitouwadge Health,Hospitals,49.12743949,-85.82432229
Sara Vista,Nursing and residential care facilities,44.58237802,-79.86181752
Sarnia & District Senior Volunteer Community Services,Ambulatory health care services,42.97345802,-82.40116207
Sarsfield Colonial Home,Nursing and residential care facilities,45.440588,-75.347066
Sauble Family Health Team,Ambulatory health care services,44.62943456,-81.25747997
Saugeen Valley Nursing Center,Nursing and residential care facilities,43.97509868,-80.73933974
Sault Area Hospital,Hospitals,46.5488136,-84.3111593
Sault Area Hospital - General Site,Hospitals,46.548011,-84.311683
Sault Ste. Marie Alcohol Recovery Home Inc.,Nursing and residential care facilities,46.5082125,-84.32441905
Scarborough Academic Family Health Team,Ambulatory health care services,43.75513221,-79.24956745
Scarborough And Rouge Hospital,Nursing and residential care facilities,43.78040642,-79.20455254
Scarborough And Rouge Hospital (css),Ambulatory health care services,43.65054688,-79.37946838
Scarborough And Rouge Hospital - Birchmount,Hospitals,43.80172371,-79.30801537
Scarborough And Rouge Hospital - Centenary,Hospitals,43.7805596,-79.2046504
Scarborough And Rouge Hospital - Scarborough General,Hospitals,43.75511121,-79.24780355
Scarborough Centre For Healthy Communities,Hospitals,43.73904541,-79.21573104
Scarborough Retirement Residence,Nursing and residential care facilities,43.74077741,-79.21877154
Schizophrenia Society Of Ontario,Nursing and residential care facilities,43.44647254,-79.66785156
Scoc Supportive Services,Ambulatory health care services,43.7056131,-79.31276747
Seacliff Manor,Nursing and residential care facilities,42.03374554,-82.59725745
Seaforth Community Hospital,Hospitals,43.55163777,-81.38571711
Seaforth Long Term Care Home,Nursing and residential care facilities,43.55647627,-81.39760291
Seaforth Retirement Community,Nursing and residential care facilities,43.55647627,-81.39760291
Seasons Amherstburg,Nursing and residential care facilities,42.08716293,-83.10768001
Seasons Belle River,Nursing and residential care facilities,42.29392128,-82.71986371
Seasons Brantford,Nursing and residential care facilities,43.12530695,-80.28557542
Seasons Clarington,Nursing and residential care facilities,43.90714436,-78.70603649
Seasons Dufferin Centre,Nursing and residential care facilities,44.10099394,-77.58549614
Seasons Milton,Nursing and residential care facilities,43.49338783,-79.86869212
Seasons Owen Sound,Nursing and residential care facilities,44.57210787,-80.91516096
Seasons Royal Oak Village,Nursing and residential care facilities,42.23693986,-83.0218335
Seasons Stoney Creek,Nursing and residential care facilities,43.237456,-79.71577025
Seasons Strathroy,Nursing and residential care facilities,42.95827325,-81.64931664
Seasons Welland,Nursing and residential care facilities,43.00194648,-79.26073529
Seaway Valley Community Health Centre,Hospitals,45.02104953,-74.73000038
Second Mile Club Of Toronto - Four Branch,Ambulatory health care services,43.65757158,-79.40343899
Secord Trails Care Community,Nursing and residential care facilities,43.03265541,-80.8830515
Seeley's Bay Retirement Residence,Nursing and residential care facilities,44.47717557,-76.23550034
Self Help Resource Centre Of Greater Toronto,Ambulatory health care services,43.68812419,-79.39575409
Self-directed Care Organization,Ambulatory health care services,43.66224179,-79.38852459
Self-directed Personal Support Services Ontario,Ambulatory health care services,43.66224179,-79.38852459
Senior Adult Services In The Annex,Nursing and residential care facilities,43.68123159,-79.4266182
"Senior Peoples' Resources In North Toronto, Inc.",Ambulatory health care services,43.69746889,-79.39182829
Senior Persons Living Connected,Ambulatory health care services,43.79635041,-79.31678308
Senior Persons Living Connected - Cmhp,Ambulatory health care services,43.79635041,-79.31678308
Seniors Activation Maintenance Program Of Hamilton Inc.,Ambulatory health care services,43.26067949,-79.88144281
Seniors Association Kingston Region,Ambulatory health care services,44.22437671,-76.52233701
Seniors Life Enhancement Centres,Ambulatory health care services,43.51086305,-79.67178966
Seniors' Health Centre,Nursing and residential care facilities,43.77304721,-79.36002319
Sensenbrenner Hospital,Hospitals,49.42561,-82.427581
Sepoy Manor,Nursing and residential care facilities,43.96466384,-81.51076269
Serenity Barrie,Nursing and residential care facilities,44.3733395,-79.66832374
Serenity Blenheim Independent Living,Nursing and residential care facilities,42.33324553,-82.00312039
Serenity House Inc.,Nursing and residential care facilities,45.35245904,-75.69600033
Serenity-durham,Nursing and residential care facilities,44.18400301,-80.82253259
Serpent River First Nation,Ambulatory health care services,46.20211726,-82.46780273
Service Familial Catholique Ottawa/catholic Family Service Ottawa,Nursing and residential care facilities,45.43407076,-75.66169613
Service Secours Elisabeth Bruy-re Helpline,Ambulatory health care services,45.43194006,-75.69701384
Services And Housing In The Province (ship),Nursing and residential care facilities,43.9153785,-80.10451754
Services And Housing In The Province (ship) - Css,Ambulatory health care services,43.66503417,-79.68613508
Services Communautaires De Prescott Et Russell,Ambulatory health care services,45.61067883,-74.61816159
"Services De Counselling De Hearst, Kapuskasing And Smooth Rock Falls Counselling Services",Nursing and residential care facilities,49.41830514,-82.42231392
Services De Sant- De Chapleau Health Services,Nursing and residential care facilities,47.84229475,-83.40861153
Services De Sant- De Chapleau Health Services (css),Ambulatory health care services,47.8411696,-83.4149629
Services De Toxicomanie Cochrane Nord Inc. North Cochrane Addiction Services Inc.,Nursing and residential care facilities,49.06971147,-81.0205333
Seven Oaks,Nursing and residential care facilities,43.78117732,-79.20432774
Seven South Street Treatment Centre,Nursing and residential care facilities,44.61828025,-79.42959029
Sexual Abuse Centre (thunder Bay),Nursing and residential care facilities,48.40809756,-89.23772706
Sexual Assault Centre For Quinte And District,Nursing and residential care facilities,44.10113505,-77.57631584
Sexual Assault Centre Kingston,Nursing and residential care facilities,44.25568652,-76.498125
Sexual Assault Crisis Centre Of Essex County Inc.,Nursing and residential care facilities,42.30016487,-83.0098548
Shalom Gardens Apartments,Nursing and residential care facilities,43.1869815,-79.52455129
Shalom Manor Long Term Care Home,Nursing and residential care facilities,43.1869815,-79.52455129
Shalom Village Nursing Home,Nursing and residential care facilities,43.26411849,-79.89518251
Sharbot Lake Fht,Ambulatory health care services,44.7679382,-76.69071421
Sharbot Lake Retirement Ltd.,Nursing and residential care facilities,44.7728289,-76.68572321
Shawanaga First Nation,Ambulatory health care services,45.5138039,-80.2735653
Sheguiandah First Nation (css),Ambulatory health care services,45.882268,-81.906589
Shelburne Long Term Care Home,Nursing and residential care facilities,44.08301872,-80.20421248
Shelburne Retirement Community,Nursing and residential care facilities,44.08301872,-80.20421248
Shepherd Lodge,Nursing and residential care facilities,43.78271331,-79.29413397
Shepherd Terrace Retirement Residence,Nursing and residential care facilities,43.78183521,-79.29511607
Shepherds Of Good Hope,Nursing and residential care facilities,45.29155252,-75.88038939
Sherbourne Family Health Team,Ambulatory health care services,43.66230769,-79.37202078
Sherbourne Health Centre,Nursing and residential care facilities,43.66230769,-79.37202078
Sherbourne Place,Nursing and residential care facilities,43.66267759,-79.37266528
Sheridan Lodge,Nursing and residential care facilities,43.14405575,-80.26632602
Sheridan Villa,Nursing and residential care facilities,43.51060205,-79.64829886
Sherwood Court Long Term Care Centre,Nursing and residential care facilities,43.88950162,-79.51877245
Sherwood Forest (trinity) Housing Corporation,Ambulatory health care services,43.00530568,-81.30809613
Sherwood Park Manor,Nursing and residential care facilities,44.60514,-75.662296
Sheshegwaning First Nation (css),Ambulatory health care services,45.92231709,-82.84982812
Shkagamik-kwe Health Centre,Nursing and residential care facilities,46.49171358,-81.00200379
Shorthills Villa Retirement Community,Nursing and residential care facilities,43.04660368,-79.2860776
Shouldice Hospital Ltd.,Hospitals,43.8206976,-79.4042384
Silverthorn Care Community,Nursing and residential care facilities,43.56232545,-79.68858187
Simcoe Heritage Retirement Home,Nursing and residential care facilities,42.8331043,-80.3030857
Simcoe Manor Home For The Aged,Nursing and residential care facilities,44.08139484,-79.77752875
Simcoe Muskoka District Health Unit,Ambulatory health care services,44.4107627,-79.68643375
Simcoe Terrace,Nursing and residential care facilities,44.3868042,-79.70197505
Simcoe Village,Ambulatory health care services,44.44491511,-79.74484567
Sinai Health System,Nursing and residential care facilities,43.65753069,-79.38999619
Sinai Health System (css),Ambulatory health care services,43.65753069,-79.38999619
Sinai Health System - Bridgepoint,Hospitals,43.66596059,-79.35550928
Sinai Health System - Mount Sinai,Hospitals,43.65770559,-79.38972699
Sioux Lookout Meno Ya Win Health Centre,Hospitals,50.1045094,-91.9268373
Sioux Lookout Meno Ya Win Health Centre - Lookout District,Hospitals,50.10602478,-91.92543418
Sioux Lookout Meno-ya-win Health Centre - Fifth Avenue Site,Hospitals,50.105975,-91.927749
Sioux Lookout Meno-ya-win Health Centre - Seventh Avenue Site,Hospitals,50.1024549,-91.9241884
Sioux Lookout Meno-ya-win Health Centre -css,Ambulatory health care services,50.09774718,-91.91950148
Sirch Community Services & Consulting,Ambulatory health care services,45.03645236,-78.56024274
Sistering - A Woman's Place,Nursing and residential care facilities,43.64077598,-79.4332507
Six Nations Council,Nursing and residential care facilities,43.07223685,-80.11651657
Six Nations Of The Grand River,Ambulatory health care services,43.07223685,-80.11651657
Six Nations Of The Grand River Fht,Ambulatory health care services,43.07223685,-80.11651657
Slate Falls Nation,Ambulatory health care services,51.16113294,-91.58227228
Smiths Falls,Ambulatory health care services,44.89791865,-76.027595
Smithville Family Health Team,Ambulatory health care services,43.09567428,-79.54853809
Smooth Rock Falls Hospital,Hospitals,49.272285,-81.610265
Sobriety House,Nursing and residential care facilities,45.40566275,-75.68555823
Society Of Sharing - Inner-city Volunteers,Ambulatory health care services,43.66800979,-79.38663819
"Society Of St. Vincent De Paul, Toronto Central Council",Nursing and residential care facilities,43.65585569,-79.37700068
Soins Palliatifs Horizon-timmins Inc./horizon-timmins Palliative Care Inc.,Ambulatory health care services,48.48601227,-81.31161512
Somerset West Community Health Centre - Yet Keen Seniors,Hospitals,45.41356995,-75.70634624
Sound Times Support Services Of Metropolitan Toronto,Nursing and residential care facilities,43.64308398,-79.41732259
South Algonquin Family Health Team Corporation,Ambulatory health care services,45.49381755,-78.23260578
South Bruce Grey Health Centre,Hospitals,44.12272,-81.152957
South Bruce Grey Health Centre (corporate Office) - Walkerton,Hospitals,44.1229318,-81.1528703
South Bruce Grey Health Centre - Chesley,Hospitals,44.298492,-81.093232
South Bruce Grey Health Centre - Durham,Hospitals,44.1798659,-80.828585
South Bruce Grey Health Centre - Kincardine,Hospitals,44.1890238,-81.6254754
South Bruce Grey Health Centre - Walkerton,Ambulatory health care services,44.12202678,-81.15303929
South Centennial Manor,Nursing and residential care facilities,48.76584185,-80.68247105
South Cochrane Addictions Services Inc.,Nursing and residential care facilities,48.47443527,-81.32863693
South East Community Care Access Centre (css),Ambulatory health care services,44.25958092,-76.52041361
South East Grey Chc,Hospitals,45.38799185,-75.67505383
South East Local Health Integration Network,Ambulatory health care services,44.19008777,-77.38334099
South East Local Health Integration Network (lhin Op),Ambulatory health care services,44.19008777,-77.38334099
South East Toronto Fht,Ambulatory health care services,43.69079619,-79.32641447
South Essex Community Council Incorporated,Ambulatory health care services,42.05812245,-82.58577985
South Huron Hospital,Hospitals,43.3434413,-81.4808245
South Muskoka Memorial Hospital,Hospitals,45.04781,-79.314359
South Riverdale Community Health Centre,Nursing and residential care facilities,43.7021584,-79.29886836
South Riverdale Community Health Centre (css),Ambulatory health care services,43.66115189,-79.33920577
South West Lhin-home Care,Ambulatory health care services,42.98657228,-81.28184972
South West Local Health Integration Network,Ambulatory health care services,42.98523708,-81.24835651
South West Local Health Integration Network (lhin Op),Ambulatory health care services,42.98523708,-81.24835651
South-east Ottawa Community Health Centre,Ambulatory health care services,45.38799185,-75.67505383
Southampton Care Centre,Nursing and residential care facilities,44.48871523,-81.36830209
Southbridge Lakehead,Nursing and residential care facilities,48.38274726,-89.25160776
Southbridge Pinewood,Nursing and residential care facilities,48.37456045,-89.27416157
Southbridge Roseview,Nursing and residential care facilities,48.45042517,-89.21555166
Southbrook Retirement Community,Nursing and residential care facilities,43.65401857,-79.7322165
Southern Frontenac Community Services Corporation,Ambulatory health care services,44.40484904,-76.59663125
Southgate Village,Nursing and residential care facilities,42.02834304,-82.73923269
Southlake Family Health Team,Ambulatory health care services,44.06118145,-79.45377914
Southlake Regional Health Centre,Hospitals,44.0602265,-79.4522927
Southlake Regional Health Centre (srhc),Nursing and residential care facilities,44.06063265,-79.45264554
Southlake Regional Health Centre - Css,Ambulatory health care services,44.06063265,-79.45264554
Southlake Residential Care Village,Nursing and residential care facilities,44.05931585,-79.45092944
Southwest Ontario Aboriginal Health Access Centre,Nursing and residential care facilities,44.56794327,-80.94594007
Southwest Ontario Aboriginal Health Access Centre (css),Ambulatory health care services,42.80845733,-81.53664599
Southwestern Public Health,Ambulatory health care services,42.77779055,-81.15086667
Southwestern Regional Centre,,42.2587904,-82.1160732
Southwind Retirement Home,Nursing and residential care facilities,45.82410606,-79.37081068
Spencer House,Nursing and residential care facilities,44.60314495,-79.45390869
Spinal Cord Injury Ontario,Ambulatory health care services,43.718498,-79.36971499
Springdale Country Manor,Nursing and residential care facilities,44.23107203,-78.39679912
Spruce Hill Lodge,Nursing and residential care facilities,48.478149,-81.220053
Spruce Lodge,Ambulatory health care services,43.36760056,-81.00083747
Spruce Lodge Home For The Aged,Nursing and residential care facilities,43.36760056,-81.00083747
Sprucedale Care Centre,Nursing and residential care facilities,42.96355986,-81.62413493
St Christopher House (soc. Integrat.),Ambulatory health care services,43.64740068,-79.40429659
St. Andrew's Residence,Nursing and residential care facilities,42.40239323,-82.17974525
"St. Andrew's Residence, Chatham Inc.",Ambulatory health care services,42.40239323,-82.17974525
St. Andrew's Terrace Long Term Care Community,Nursing and residential care facilities,43.34600049,-80.32871446
St. Bernard's Residence,Nursing and residential care facilities,43.7706405,-79.45685582
St. Charles Village,Nursing and residential care facilities,42.98250767,-79.25673889
St. Christopher House,Ambulatory health care services,43.64740068,-79.40429659
St. Clair O'connor Community Inc,Ambulatory health care services,43.7056131,-79.31276747
St. Clair O'connor Community Nursing Home,Nursing and residential care facilities,43.7056131,-79.31276747
St. Clair West Services For Seniors,Ambulatory health care services,43.69098659,-79.47236762
St. Clair West Services For Seniors (css),Ambulatory health care services,43.69098659,-79.47236762
St. Clair West Services For Seniors (toronto Central Lhin),Ambulatory health care services,43.69098659,-79.47236762
St. Demetrius Supportive Care Services,Ambulatory health care services,43.68434358,-79.51869943
St. Elizabeth Retirement Residence,Nursing and residential care facilities,43.2050955,-79.9103179
St. Francis Memorial Hospital,Hospitals,45.482208,-77.694697
St. Gabriel's Villa Of Sudbury,Nursing and residential care facilities,46.575821,-81.183418
St. George Care Community,Nursing and residential care facilities,43.67253289,-79.40161649
St. Hilda's Towers,Ambulatory health care services,43.69477959,-79.44946361
St. Jacobs Place,Nursing and residential care facilities,43.53898161,-80.55157454
St. Jacques Nursing Home,Nursing and residential care facilities,45.27229585,-75.28638399
St. John's Rehabilitation Hospital,Nursing and residential care facilities,43.7875454,-79.4040568
St. John's Retirement Home Inc.,Ambulatory health care services,44.30707135,-78.3187302
St. Joseph's At Fleming,Nursing and residential care facilities,44.26877564,-78.36982641
St. Joseph's Care Group,Hospitals,48.43792757,-89.22303676
St. Joseph's Care Group (corporate Office) - St. Joseph's Hospital,Nursing and residential care facilities,48.438058,-89.222677
St. Joseph's Care Group (css),Ambulatory health care services,48.43810877,-89.22242206
St. Joseph's Care Group - Lakehead Psychiatric Hospital,Hospitals,48.438058,-89.222677
St. Joseph's Continuing Care Centre,Nursing and residential care facilities,45.01462532,-74.73145128
St. Joseph's Continuing Care Centre Of Sudbury,Hospitals,46.46719898,-80.96760137
St. Joseph's General Hospital - Elliot Lake,Hospitals,46.384833,-82.660924
St. Joseph's Health Care London,Nursing and residential care facilities,42.77878014,-81.20023468
St. Joseph's Health Care London - Parkwood,Hospitals,42.9554185,-81.2252717
St. Joseph's Health Care London - Southwest Centre For Forensic Mental Health Care,Hospitals,42.74212,-81.190465
St. Joseph's Health Care London - St. Joseph's Hospital,Hospitals,43.0009154,-81.2548309
St. Joseph's Health Centre,Nursing and residential care facilities,43.64055838,-79.45002
St. Joseph's Health Centre - Guelph,Nursing and residential care facilities,43.549994,-80.272024
St. Joseph's Health Centre - Toronto,Hospitals,43.640631,-79.450314
"St. Joseph's Health Centre, Guelph - Css",Ambulatory health care services,43.55022043,-80.27189226
St. Joseph's Healthcare - Charlton Campus,Hospitals,43.240445,-79.884108
St. Joseph's Healthcare - West 5th Campus,Hospitals,43.240445,-79.884108
St. Joseph's Healthcare Hamilton,Nursing and residential care facilities,43.25397419,-79.8705761
St. Joseph's Healthcare Hamilton - Charlton Campus,Hospitals,43.24914,-79.8702179
St. Joseph's Healthcare Hamilton - King Campus,Hospitals,43.22058869,-79.77488487
St. Joseph's Home Care,Ambulatory health care services,43.20362518,-79.89552741
St. Joseph's Hospice,Ambulatory health care services,43.01781968,-81.26516492
St. Joseph's Hospital - London,Hospitals,43.0002801,-81.253347
St. Joseph's Infirmary,Nursing and residential care facilities,43.708582,-79.343706
St. Joseph's Lifecare Centre,Ambulatory health care services,43.14553416,-80.23530631
St. Joseph's Manor,Nursing and residential care facilities,46.38484207,-82.66092821
St. Joseph's Urban Family Health Team,Ambulatory health care services,43.64055838,-79.45002
St. Joseph's Villa (dundas),Ambulatory health care services,43.26175889,-79.95770113
"St. Joseph's Villa, Sudbury",Nursing and residential care facilities,46.46661488,-80.96677167
St. Jude Community Homes,Nursing and residential care facilities,43.65914419,-79.36670818
St. Lawrence Lodge,Nursing and residential care facilities,44.60164641,-75.66542026
St. Lawrence Place,Nursing and residential care facilities,44.22841651,-76.4810908
St. Leonard's Community Services,Nursing and residential care facilities,43.13946185,-80.26359902
St. Leonard's Community Services Of London,Nursing and residential care facilities,42.98637198,-81.23902261
St. Mary's Gardens,Nursing and residential care facilities,48.47675827,-81.32892253
St. Mary's General Hospital,Hospitals,43.4382883,-80.5007975
St. Marys And Area Mobility Service,Ambulatory health care services,43.25156843,-81.1333145
St. Matthew's Bracondale House,Ambulatory health care services,43.68123159,-79.4266182
St. Matthew's House,Nursing and residential care facilities,43.24002559,-79.78103737
St. Michael's Homes,Nursing and residential care facilities,43.65822408,-79.4299437
St. Michael's Hospital,Nursing and residential care facilities,43.65312289,-79.37938728
St. Michael's Hospital - Bond St. Site,Hospitals,43.6539147,-79.3776706
St. Michael's Hospital Academic Family Health Team,Ambulatory health care services,43.66473609,-79.37417518
St. Patrick's (adult Day Serivce),Ambulatory health care services,45.36947155,-75.68903093
St. Patrick's Home,Nursing and residential care facilities,45.36947155,-75.68903093
St. Paul L'amoreaux Centre,Ambulatory health care services,43.79635041,-79.31678308
St. Peter's Residence At Chedoke,Nursing and residential care facilities,43.24048479,-79.92012482
St. Stephen's Community House,Nursing and residential care facilities,43.65757158,-79.40343899
St. Thomas - Elgin General Hospital,Hospitals,42.7628781,-81.1807827
Star (perth County) Family Health Team,Ambulatory health care services,43.37906466,-81.00204587
Stayner Care Centre,Nursing and residential care facilities,44.41953308,-80.09109148
Stevenson Memorial Hospital,Hospitals,44.155748,-79.875121
Stevenson Memorial Hospital (css),Ambulatory health care services,44.15553455,-79.87510369
Stirling Heights,Nursing and residential care facilities,43.33915669,-80.33371706
Stirling Manor Nursing Home,Nursing and residential care facilities,44.30226088,-77.54846075
Stirling Park Retirement Community,Nursing and residential care facilities,45.34708554,-75.73052644
Stirling Towers,Nursing and residential care facilities,44.29550558,-77.54963075
Stittsville Villa,Nursing and residential care facilities,45.26362052,-75.9274985
Stone Lodge,Nursing and residential care facilities,43.51325682,-80.23946794
Stonegate Community Health Centre,Hospitals,43.70972309,-79.39930509
Stonehenge Therapeutic Community Inc.,Nursing and residential care facilities,43.53352352,-80.27614866
Stoneridge Manor,Nursing and residential care facilities,45.13580539,-76.15419976
Storefront Humber,Ambulatory health care services,43.61354377,-79.48895881
Stouffville Creek Retirement Residence,Nursing and residential care facilities,43.97208935,-79.24961147
Stratford Family Health Team,Ambulatory health care services,43.36359836,-80.98996027
Stratford General Hospital,Ambulatory health care services,43.36817646,-80.99548487
Strathmere Lodge,Nursing and residential care facilities,42.95570205,-81.64392804
Strathroy Middlesex General Hospital,Hospitals,42.9609382,-81.6346964
Streamway Villa,Nursing and residential care facilities,43.96205389,-78.16781002
"Street Haven At The Crossroads, The",Nursing and residential care facilities,43.65925109,-79.37243298
Street Health Community Nursing Foundation,Nursing and residential care facilities,43.65869789,-79.37001078
Streetsville Care Community,Nursing and residential care facilities,43.58212646,-79.70532398
Sts. Peter And Paul Residence,Nursing and residential care facilities,43.78816992,-79.24005215
Student Assistance In North Toronto For Seniors,Ambulatory health care services,43.7263871,-79.4013591
Sudbury And District Health Unit,Ambulatory health care services,46.46622418,-80.99844758
Sudbury District Nurse Practitioner Clinics,Ambulatory health care services,46.48222358,-81.00645759
Sumac Lodge,Nursing and residential care facilities,43.01031973,-82.34671616
Summerville Fht,Ambulatory health care services,43.57213966,-79.61082055
Summit Housing & Outreach Programs,Nursing and residential care facilities,43.33226941,-79.80880339
Summit Place,Nursing and residential care facilities,44.55878477,-80.92755656
Sun Parlor Home For Senior Citizens,Nursing and residential care facilities,42.05585245,-82.58946575
Sunbeam Residential Development Centre,Nursing and residential care facilities,43.4610563,-80.4582188
Sundial Lakeview Retirement Residence,Nursing and residential care facilities,44.63897785,-79.42409559
Sunnybrook Academic Fht,Ambulatory health care services,43.7228543,-79.37287829
Sunnybrook Health Sciences Centre,Nursing and residential care facilities,43.7228543,-79.37287829
Sunnybrook Health Sciences Centre - Bayview Campus,Hospitals,43.72242,-79.374019
Sunnybrook Health Sciences Centre - Holland Orthopaedic & Arthritic Centre,Hospitals,43.66534149,-79.38242888
Sunnybrook Health Sciences Centre - Holland Orthopaedic And Arthritic Inst.,Hospitals,43.6650195,-79.3823361
Sunnybrook Health Sciences Centre - St. John's Rehab,Hospitals,43.78762,-79.403968
Sunnybrook Health Sciences Centre - Women's College Hospital,Hospitals,43.66171,-79.387745
Sunnycrest Nursing Home,Nursing and residential care facilities,43.88695065,-78.90906825
Sunnyside Home,Nursing and residential care facilities,43.440994,-80.4451854
Sunnyside Home For The Aged - Regional Municipality Of Waterloo,Ambulatory health care services,43.440994,-80.4451854
Sunrise Of Burlington,Nursing and residential care facilities,43.36880982,-79.72973777
Sunrise Of Thornhill,Nursing and residential care facilities,43.79523551,-79.43742711
Sunrise Senior Living Of Aurora,Nursing and residential care facilities,43.99028724,-79.46696414
Sunrise Senior Living Of Erin Mills,Nursing and residential care facilities,43.54899385,-79.68808997
Sunrise Senior Living Of Mississauga,Nursing and residential care facilities,43.62096837,-79.60555515
Sunrise Senior Living Of Oakville,Nursing and residential care facilities,43.45397384,-79.68064656
Sunrise Senior Living Of Richmond Hill,Nursing and residential care facilities,43.86580402,-79.43672372
Sunrise Senior Living Of Unionville,Nursing and residential care facilities,43.86308503,-79.29911048
Sunrise Senior Living Of Windsor,Nursing and residential care facilities,42.32883118,-82.97746139
Sunrise Seniors Place,Ambulatory health care services,43.89323215,-78.86458634
Sunset Country Family Health Team,Ambulatory health care services,49.76655,-94.502517
Sunset Cove Retirement Living,Nursing and residential care facilities,45.02928432,-74.89304624
Sunset Manor Home For Senior Citizens,Nursing and residential care facilities,44.50191069,-80.20123672
Suomi-koti Toronto Nursing Home,Nursing and residential care facilities,43.7131299,-79.36614148
Superior Family Health Team,Ambulatory health care services,46.5069495,-84.32633015
Supples Landing Retirement Residence,Nursing and residential care facilities,45.8296882,-77.1109031
Support & Housing - Halton (shh),Nursing and residential care facilities,43.50005044,-79.87855563
Supported Training And Rehabilitation In Diverse Environments (stride),Nursing and residential care facilities,43.51046984,-79.87435593
Supportive Housing In Peel (s.h.i.p.) Css,Ambulatory health care services,43.6651732,-79.687076
Sweet Mays Seniors Residence,Nursing and residential care facilities,44.41322268,-80.07362467
Symphony Senior Living Kanata,Nursing and residential care facilities,45.32386803,-75.9241396
Symphony Senior Living Orleans,Nursing and residential care facilities,45.47161517,-75.52958419
Taddle Creek Family Health Team,Ambulatory health care services,43.66050619,-79.38606199
Taibu Community Health Centre,Hospitals,43.80929512,-79.22088655
Tall Pines Long Term Care Centre,Nursing and residential care facilities,43.75057309,-79.74244701
Tapestry At Village Gate West,Nursing and residential care facilities,43.64399278,-79.53220393
Tara Retirement Home,Nursing and residential care facilities,43.21727849,-79.83453609
Taykwa Tagamou Nation,Ambulatory health care services,49.06503527,-81.0299343
Teck Pioneer Residence,Nursing and residential care facilities,48.15345549,-80.01468335
"Tecumseh Seniors Transit, Inc.",Ambulatory health care services,42.31179348,-82.88280396
Tele-touch Seniors,Ambulatory health care services,43.2655201,-79.8505975
Telfer Place,Nursing and residential care facilities,43.20739846,-80.38649816
Temagami Medical Centre And Family Health Team,Ambulatory health care services,47.06268903,-79.78729655
Temiskaming Hospital,Hospitals,47.495162,-79.693153
Temiskaming Lodge,Nursing and residential care facilities,47.43879,-79.63082324
Tendercare Living Centre,Nursing and residential care facilities,43.80577041,-79.33598338
Terrace Gardens,Nursing and residential care facilities,43.7353822,-79.43311861
Terrace Lodge,Nursing and residential care facilities,42.7710963,-80.9682813
Terraces Of Baycrest,Nursing and residential care facilities,43.7286636,-79.44013881
Thames Valley Family Health Team,Ambulatory health care services,43.00100838,-81.33530394
Thamesview Family Health Team,Ambulatory health care services,42.39828013,-82.21133936
The Amberwood Suites,Nursing and residential care facilities,46.46167978,-81.01101148
The Annex,Nursing and residential care facilities,43.671751,-79.405509
The Arthritis Society,Ambulatory health care services,43.65402329,-79.38729799
The Baycrest Day Care Centre,Ambulatory health care services,43.7300765,-79.43421181
The Beechwood,Nursing and residential care facilities,43.62827797,-79.60432645
The Bignucolo Residence,Nursing and residential care facilities,47.841251,-83.414961
The Bridge Street Retirement Residence,Nursing and residential care facilities,44.16413397,-77.38004118
The Briton House,Nursing and residential care facilities,43.70654559,-79.38981869
The Canadian Hearing Society - London Region,Ambulatory health care services,42.97811638,-81.24222821
The Canadian Hearing Society - Peel/waterloo Region,Ambulatory health care services,43.54312435,-79.68396367
The Canadian Hearing Society - Peterborough/durham,Ambulatory health care services,44.30274275,-78.3279723
The Canadian Hearing Society - Simcoe County,Ambulatory health care services,44.06253715,-79.44819694
The Canadian Hearing Society - Toronto,Ambulatory health care services,43.67720559,-79.40777439
The Canadian Hearing Society - Windsor Region,Ambulatory health care services,42.30778917,-83.0269943
The Canadian Hearing Society - York Region,Ambulatory health care services,43.67720559,-79.40777439
The Canadian National Institute For The Blind - Ont Div - Bruce/dufferin/grey,Ambulatory health care services,44.56598637,-80.94324027
The Canadian National Institute For The Blind - Ont Div - London,Ambulatory health care services,42.96171348,-81.22700821
The Canadian National Institute For The Blind - Ont Div - Windsor District,Ambulatory health care services,42.32701458,-82.97842729
The Canadian National Institute For The Blind - Waterloo/wellington District,Ambulatory health care services,43.4522455,-80.48417672
"The Canadian National Institute For The Blind, Durham District",Ambulatory health care services,44.30180865,-78.3203191
"The Canadian National Institute For The Blind, Hkpr District",Ambulatory health care services,44.30180865,-78.3203191
"The Canadian National Institute For The Blind, Simcoe Branch",Ambulatory health care services,44.3813294,-79.70462585
